address,area_sqft,baths,beds,broker_name,broker_phone,detail_url,id,img_src,latitude,longtitude,price,status_text,status_type
--,1660,3.0,3,,,https://www.zillow.com/homedetails/12748-SW-131st-Ter-12748-Miami-FL-33186/2064333668_zpid/,2064333668,https://photos.zillowstatic.com/fp/38addc155155e3d6e075213bc701e0ab-p_e.jpg,,,"$470,000",Townhouse for sale,FOR_SALE
--,1638,3.0,4,,,https://www.zillow.com/homedetails/2220-SW-89th-Pl-Miami-FL-33165/44180385_zpid/,44180385,https://photos.zillowstatic.com/fp/cfd8f33e300f6999fbaf5f9e14830337-p_e.jpg,,,"$580,000",House for sale,FOR_SALE
--,800,1.0,2,,,https://www.zillow.com/homedetails/5665-SW-80th-St-63C-Miami-FL-33143/44226721_zpid/,44226721,https://photos.zillowstatic.com/fp/111f9efba61b79fbd5f82c7950722fab-p_e.jpg,,,"$350,000",Condo for sale,FOR_SALE
--,1567,2.0,2,,,https://www.zillow.com/homedetails/1240-SW-19th-Ter-Miami-FL-33145/43867146_zpid/,43867146,https://photos.zillowstatic.com/fp/8894bc85f4891fbaf43afdeec9414afc-p_e.jpg,,,"$769,000",House for sale,FOR_SALE
--,1761,2.0,3,,,https://www.zillow.com/homedetails/3230-SW-95th-Ct-Miami-FL-33165/44194044_zpid/,44194044,https://photos.zillowstatic.com/fp/9784d1c68a8a685103daa73538e6677c-p_e.jpg,,,"$615,000",House for sale,FOR_SALE
"3500 Coral Way, Miami, FL",,,,,,https://www.zillow.com/b/coral-plaza-miami-fl-5XjDqJ/,,https://photos.zillowstatic.com/fp/c68d4b127f1cc0dd9c9eb6fca51fda6c-p_e.jpg,,,"From $265,000",For Rent,FOR_SALE
--,1490,2.0,3,,,https://www.zillow.com/homedetails/7240-NW-6th-St-Miami-FL-33126/44167054_zpid/,44167054,https://photos.zillowstatic.com/fp/391eb159245c5fd15c1894d1c31da361-p_e.jpg,,,"$475,000",House for sale,FOR_SALE
--,2150,4.0,3,,,https://www.zillow.com/homedetails/3653-SW-25th-St-3653-Miami-FL-33133/337202853_zpid/,337202853,https://photos.zillowstatic.com/fp/47cf9eb515ba62ad3da0dcf6b2bc3c7b-p_e.jpg,,,"$899,000",Townhouse for sale,FOR_SALE
--,709,2.0,1,,,https://www.zillow.com/homedetails/677-NE-24th-St-APT-604-Miami-FL-33137/66175148_zpid/,66175148,https://photos.zillowstatic.com/fp/e7c81daa6307ac893f72b6633e7b3f48-p_e.jpg,,,"$275,000",Condo for sale,FOR_SALE
--,2911,3.0,4,,,https://www.zillow.com/homedetails/12393-SW-122nd-Ct-Miami-FL-33186/60797873_zpid/,60797873,https://photos.zillowstatic.com/fp/54c9f0fedf7c412760e28bac8cfba01e-p_e.jpg,,,"$675,000",House for sale,FOR_SALE
"133 NE 2nd Ave, Miami, FL",,,,,,https://www.zillow.com/b/133-ne-2nd-ave-miami-fl-5Xj47X/,,https://photos.zillowstatic.com/fp/c6af43f4fe8b1149900b0516e894e99b-p_e.jpg,,,"From $319,999",For Rent,FOR_SALE
--,1205,2.0,3,,,https://www.zillow.com/homedetails/9001-SW-77th-Ave-APT-C208-Miami-FL-33156/72569571_zpid/,72569571,https://photos.zillowstatic.com/fp/bc3ed6a536cc8f521c668469d1b16f3d-p_e.jpg,,,"$310,000",Condo for sale,FOR_SALE
--,3446,3.0,5,,,https://www.zillow.com/homedetails/8601-SW-84th-Ter-Miami-FL-33143/44221334_zpid/,44221334,https://photos.zillowstatic.com/fp/b8d947bd79fc1380b819d44e89425800-p_e.jpg,,,"$1,590,000",House for sale,FOR_SALE
--,1943,3.0,4,,,https://www.zillow.com/homedetails/15063-SW-148th-Ct-Miami-FL-33196/44327617_zpid/,44327617,https://photos.zillowstatic.com/fp/35014bc49d1f3965befe13a45a05c965-p_e.jpg,,,"$620,000",Foreclosure,FOR_SALE
"300 Biscayne Blvd, Miami, FL",,,,,,https://www.zillow.com/b/300-biscayne-blvd-miami-fl-B64Kwt/,,https://photos.zillowstatic.com/fp/378e607b59b0709441f6d7034bb65492-p_e.jpg,,,"From $378,000",For Rent,FOR_SALE
--,1612,2.0,3,,,https://www.zillow.com/homedetails/9311-SW-104th-Ct-Miami-FL-33176/44276937_zpid/,44276937,https://photos.zillowstatic.com/fp/a9e9177e590738c053ba9b1fb7091fa4-p_e.jpg,,,"$795,000",House for sale,FOR_SALE
--,2081,4.0,4,,,https://www.zillow.com/homedetails/14923-SW-139th-Ave-Miami-FL-33186/44329883_zpid/,44329883,https://photos.zillowstatic.com/fp/01afb6d7630b04de8e1bc18cf913d64a-p_e.jpg,,,"$650,000",House for sale,FOR_SALE
--,1195,2.0,3,,,https://www.zillow.com/homedetails/2501-NW-26th-St-APT-1307-Miami-FL-33142/43818992_zpid/,43818992,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=25.800771713256836,-80.23889923095703&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=oz0aO6MeSqXBTUoT6zyQKWAMwX8=",,,"$299,900",Townhouse for sale,FOR_SALE
--,8632,6.0,4,,,https://www.zillow.com/homedetails/1201-N-Venetian-Way-Miami-Beach-FL-33139/43833704_zpid/,43833704,https://photos.zillowstatic.com/fp/4753ec341cc9d4361dfca5acacda9b44-p_e.jpg,,,"$20,120,000",House for sale,FOR_SALE
--,7279,6.0,5,,,https://www.zillow.com/homedetails/3080-Munroe-Dr-Miami-FL-33133/43862132_zpid/,43862132,https://photos.zillowstatic.com/fp/e1480987cd3cebe7fb997e2c33d6bcf6-p_e.jpg,,,"$48,000,000",House for sale,FOR_SALE
"60 SW 13th St, Miami, FL",,,,,,https://www.zillow.com/b/60-sw-13th-st-miami-fl-5XjJ3s/,,https://photos.zillowstatic.com/fp/15fdf5a9d9bca99a542a3eb7742033be-p_e.jpg,,,"From $389,000",For Rent,FOR_SALE
--,1195,2.0,3,,,https://www.zillow.com/homedetails/3038-Day-Ave-3038-Miami-FL-33133/43861843_zpid/,43861843,https://photos.zillowstatic.com/fp/7822a89a92cf5d9b3c0ef618c0be4de3-p_e.jpg,,,"$1,250,000",Townhouse for sale,FOR_SALE
"1600 NE 1st Ave, Miami, FL",,,,,,https://www.zillow.com/b/1600-ne-1st-ave-miami-fl-BDnCj5/,,https://photos.zillowstatic.com/fp/031bf16a84307a3606df0c7c8950e7d2-p_e.jpg,,,"From $379,000",For Rent,FOR_SALE
"1900 N Bayshore Dr, Miami, FL",,,,,,https://www.zillow.com/b/quantum-on-the-bay-miami-fl-5Xj47g/,,https://photos.zillowstatic.com/fp/6d5a0ff3a6e7fabb8699e8a0dee30902-p_e.jpg,,,"From $399,000",For Rent,FOR_SALE
--,742,1.0,1,,,https://www.zillow.com/homedetails/1-Glen-Royal-Pkwy-APT-1506-Miami-FL-33125/82419369_zpid/,82419369,https://photos.zillowstatic.com/fp/831e58c4570b5b5c9b5c8f86824aa49c-p_e.jpg,,,"$255,000",Condo for sale,FOR_SALE
"1350 NW 8th Ct, Miami, FL",,,,,,https://www.zillow.com/b/1350-nw-8th-ct-miami-fl-5Xmn9k/,,https://photos.zillowstatic.com/fp/a15232162f24b341ed705129f254b52f-p_e.jpg,,,"From $365,000",For Rent,FOR_SALE
--,1368,2.0,4,,,https://www.zillow.com/homedetails/9355-SW-41st-St-Miami-FL-33165/44203574_zpid/,44203574,https://photos.zillowstatic.com/fp/e410dd050f63e6ab98ed8f1c6d1b9449-p_e.jpg,,,"$620,000",House for sale,FOR_SALE
"1451 Brickell Ave, Miami, FL",,,,,,https://www.zillow.com/b/1451-brickell-ave-miami-fl-5Xn9cg/,,https://photos.zillowstatic.com/fp/053b9224b6a38c3f44ac5720d412a268-p_e.jpg,,,"From $730,000",For Rent,FOR_SALE
--,694,1.0,1,,,https://www.zillow.com/homedetails/13766-SW-147th-Circle-Ln-120-Miami-FL-33186/44329965_zpid/,44329965,https://photos.zillowstatic.com/fp/e11b117cbf9ade5ca45047643ddaf07f-p_e.jpg,,,"$240,000",Condo for sale,FOR_SALE
--,19919,21.0,12,,,https://www.zillow.com/homedetails/3031-Brickell-Ave-Miami-FL-33129/43866578_zpid/,43866578,https://photos.zillowstatic.com/fp/d22de55b1dd1e83d09a5cdbd2da955ed-p_e.jpg,,,"$150,000,000",House for sale,FOR_SALE
--,1491,3.0,3,,,https://www.zillow.com/homedetails/12445-SW-125th-Ct-Miami-FL-33186/61908674_zpid/,61908674,https://photos.zillowstatic.com/fp/1552ce5028ccc4e67d333dd0f6efc039-p_e.jpg,,,"$430,000",Townhouse for sale,FOR_SALE
--,870,1.0,2,,,https://www.zillow.com/homedetails/8804-SW-25th-St-Miami-FL-33165/44193219_zpid/,44193219,https://photos.zillowstatic.com/fp/822350e1195aea63de9fe3a7096438e3-p_e.jpg,,,"$310,000",House for sale,FOR_SALE
"5050 NW 7th St, Miami, FL",,,,,,https://www.zillow.com/b/5050-nw-7th-st-miami-fl-5XkWNR/,,https://photos.zillowstatic.com/fp/07a25bce868094d919ea31783590be4a-p_e.jpg,,,"From $180,000",For Rent,FOR_SALE
--,2107,3.0,4,,,https://www.zillow.com/homedetails/14021-SW-92nd-Ave-Miami-FL-33176/44291557_zpid/,44291557,https://photos.zillowstatic.com/fp/20bc134e310dca9e8036935f60bcb24b-p_e.jpg,,,"$1,100,000",House for sale,FOR_SALE
--,2496,3.0,4,,,https://www.zillow.com/homedetails/10749-SW-118th-Ct-Miami-FL-33186/44326215_zpid/,44326215,https://photos.zillowstatic.com/fp/b176b7f17084fccb399932bcbee8dce8-p_e.jpg,,,"$749,000",House for sale,FOR_SALE
"999 Brickell Bay Dr, Miami, FL",,,,,,https://www.zillow.com/b/999-brickell-bay-dr-miami-fl-5XjC8Y/,,https://photos.zillowstatic.com/fp/ccb58b954207445add0501ba1e569f7b-p_e.jpg,,,"From $335,000",For Rent,FOR_SALE
--,1220,2.0,3,,,https://www.zillow.com/homedetails/11455-SW-109th-Rd-3D-Miami-FL-33176/44279959_zpid/,44279959,https://photos.zillowstatic.com/fp/a60fb2794675a15147b4632b0840686e-p_e.jpg,,,"$385,000",Condo for sale,FOR_SALE
--,1484,3.0,3,,,https://www.zillow.com/homedetails/2610-SW-24th-St-Miami-FL-33145/43855020_zpid/,43855020,https://photos.zillowstatic.com/fp/b17af10e20a2fa4925a96ab7afcbf1ae-p_e.jpg,,,"$820,000",House for sale,FOR_SALE
--,2862,3.0,4,,,https://www.zillow.com/homedetails/9001-SW-110th-Ave-Miami-FL-33176/44278408_zpid/,44278408,https://photos.zillowstatic.com/fp/da936ccc5da94832fa51a60652dfc17c-p_e.jpg,,,"$1,675,000",House for sale,FOR_SALE
--,1101,1.0,3,,,https://www.zillow.com/homedetails/91-NW-67th-St-Miami-FL-33150/43807196_zpid/,43807196,https://photos.zillowstatic.com/fp/54d5988526d3ab8c18fd5e79d97f2b9e-p_e.jpg,,,"$390,000",House for sale,FOR_SALE
--,1381,2.0,3,,,https://www.zillow.com/homedetails/637-NW-43rd-Ct-Miami-FL-33126/92445978_zpid/,92445978,https://photos.zillowstatic.com/fp/4e6153ef445193d855e610fa367943bc-p_e.jpg,,,"$385,000",House for sale,FOR_SALE
--,3062,4.0,4,,,https://www.zillow.com/homedetails/9480-SW-147th-St-Miami-FL-33176/44291874_zpid/,44291874,https://photos.zillowstatic.com/fp/1c96ef6952aec0bd0b93347e06273c85-p_e.jpg,,,"$1,250,000",House for sale,FOR_SALE
--,997,1.0,2,,,https://www.zillow.com/homedetails/13100-SW-92nd-Ave-A-8-Miami-FL-33176/70788041_zpid/,70788041,https://photos.zillowstatic.com/fp/1d07b3d930687b5cf3a2172a2d581251-p_e.jpg,,,"$295,000",Condo for sale,FOR_SALE
"780 NE 69th St, Miami, FL",,,,,,https://www.zillow.com/b/780-ne-69th-st-miami-fl-5XjbFb/,,https://photos.zillowstatic.com/fp/796bcc28787f4a48947343ef0eb0379c-p_e.jpg,,,"From $349,000",For Rent,FOR_SALE
"860 NE 78th St, Miami, FL",,,,,,https://www.zillow.com/b/bay-vista-condominiums-miami-fl-5XnDq9/,,https://photos.zillowstatic.com/fp/90546eb51a8440859b5dab15bf809c8d-p_e.jpg,,,"From $240,000",For Rent,FOR_SALE
"7355 SW 89th St, Miami, FL",,,,,,https://www.zillow.com/b/7355-sw-89th-st-miami-fl-5XmPg9/,,https://photos.zillowstatic.com/fp/30aafda84f53eaf449846273d7d3a333-p_e.jpg,,,"From $319,950",For Rent,FOR_SALE
--,1359,2.0,4,,,https://www.zillow.com/homedetails/2471-SW-19th-Ter-Miami-FL-33145/43850924_zpid/,43850924,https://photos.zillowstatic.com/fp/bb3f1a92532b6ca8d4b1c79c84b1aba4-p_e.jpg,,,"$895,000",House for sale,FOR_SALE
--,1056,2.0,4,,,https://www.zillow.com/homedetails/10435-SW-152nd-St-Miami-FL-33157/44290268_zpid/,44290268,https://photos.zillowstatic.com/fp/2acddc990e697036404c53652f15d402-p_e.jpg,,,"$480,000",House for sale,FOR_SALE
--,1486,3.0,3,,,https://www.zillow.com/homedetails/15560-SW-136th-St-210-Miami-FL-33196/337203210_zpid/,337203210,https://photos.zillowstatic.com/fp/18b0a2f87bda458cc550e31d797820d3-p_e.jpg,,,"$409,000",Townhouse for sale,FOR_SALE
"234 NE 3rd St, Miami, FL",,,,,,https://www.zillow.com/b/234-ne-3rd-st-miami-fl-95wwzd/,,https://photos.zillowstatic.com/fp/54860d18557a96ec8f8ff2d543fdee26-p_e.jpg,,,"From $350,000",For Rent,FOR_SALE
"90 SW 3rd St, Miami, FL",,,,,,https://www.zillow.com/b/90-sw-3rd-st-miami-fl-5Xj49t/,,https://photos.zillowstatic.com/fp/58df05d789cdaa21f488ffe2df5366f6-p_e.jpg,,,"From $399,000",For Rent,FOR_SALE
--,1972,3.0,3,,,https://www.zillow.com/homedetails/3137-Hibiscus-St-3137-Miami-FL-33133/121346931_zpid/,121346931,https://photos.zillowstatic.com/fp/7025ea1490d3e528709b57eb711f1be0-p_e.jpg,,,"$1,089,000",Townhouse for sale,FOR_SALE
--,2432,3.0,3,,,https://www.zillow.com/homedetails/9901-SW-79th-Ave-Miami-FL-33156/44274707_zpid/,44274707,https://photos.zillowstatic.com/fp/771dd65a26e232cb6bcdc2b07c6b3416-p_e.jpg,,,"$1,199,000",House for sale,FOR_SALE
--,943,2.0,1,,,https://www.zillow.com/homedetails/2666-Tigertail-Ave-APT-112-Miami-FL-33133/43863271_zpid/,43863271,https://photos.zillowstatic.com/fp/7d49164d511b4e47764cca5a74a77b6f-p_e.jpg,,,"$435,000",Condo for sale,FOR_SALE
--,1669,3.0,3,,,https://www.zillow.com/homedetails/7875-SW-106th-Cir-Miami-FL-33173/44218569_zpid/,44218569,https://photos.zillowstatic.com/fp/e6d2b7e6e8e70acb0d1b9f1ac6f48777-p_e.jpg,,,"$450,000",Townhouse for sale,FOR_SALE
"185 SE 14th Ter, Miami, FL",,,,,,https://www.zillow.com/b/185-se-14th-ter-miami-fl-5YvfGR/,,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=25.75950813293457,-80.19094848632812&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=-jGOFq0SaHi5-vU5o5tyR-KRrC4=",,,"From $399,990",For Rent,FOR_SALE
--,945,2.0,2,,,https://www.zillow.com/homedetails/8500-SW-109th-Ave-6104-Miami-FL-33173/70787520_zpid/,70787520,https://photos.zillowstatic.com/fp/0065eb96659398dab63e4d69a93e7234-p_e.jpg,,,"$239,400",Coming soon,FOR_SALE
--,1680,2.0,3,,,https://www.zillow.com/homedetails/7811-SW-102nd-Pl-Miami-FL-33173/44218046_zpid/,44218046,https://photos.zillowstatic.com/fp/3968e338ab1cc5cc8da62b01b753d79b-p_e.jpg,,,"$475,000",Townhouse for sale,FOR_SALE
--,1380,3.0,2,,,https://www.zillow.com/homedetails/11220-SW-104th-St-Miami-FL-33176/44280593_zpid/,44280593,https://photos.zillowstatic.com/fp/276bc502ec2f351e3e8bccc5203ceedd-p_e.jpg,,,"$515,000",Townhouse for sale,FOR_SALE
"350 S Miami Ave, Miami, FL",,,,,,https://www.zillow.com/b/350-s-miami-ave-miami-fl-5Xj49V/,,https://photos.zillowstatic.com/fp/89cdba4b6bcda20fa06f587eb548fd87-p_e.jpg,,,"From $500,000",For Rent,FOR_SALE
--,2943,5.0,5,,,https://www.zillow.com/homedetails/3664-Oak-Ave-Miami-FL-33133/155798138_zpid/,155798138,https://photos.zillowstatic.com/fp/f1016446f5dd78b3958f449b325bfe90-p_e.jpg,,,"$2,350,000",New construction,FOR_SALE
--,1553,2.0,3,,,https://www.zillow.com/homedetails/3421-SW-88th-Ct-Miami-FL-33165/44193736_zpid/,44193736,https://photos.zillowstatic.com/fp/15ff3ad134fb45ad9dca78fd61a1ffb6-p_e.jpg,,,"$645,000",House for sale,FOR_SALE
--,4818,5.0,5,,,https://www.zillow.com/homedetails/3554-W-Glencoe-St-Miami-FL-33133/155788931_zpid/,155788931,https://photos.zillowstatic.com/fp/55672c93144168c2411bb98eb4696cc7-p_e.jpg,,,"$4,995,000",House for sale,FOR_SALE
--,1391,2.0,3,,,https://www.zillow.com/homedetails/10970-SW-73rd-St-Miami-FL-33173/44216810_zpid/,44216810,https://photos.zillowstatic.com/fp/84c3d071ba8f52ad692d1d31bc654959-p_e.jpg,,,"$499,000",House for sale,FOR_SALE
--,1350,3.0,2,,,https://www.zillow.com/homedetails/6666-SW-115th-Ct-APT-405-Miami-FL-33173/44214965_zpid/,44214965,https://photos.zillowstatic.com/fp/a431149732e97e3f770d747b7f809e7e-p_e.jpg,,,"$299,000",Townhouse for sale,FOR_SALE
"1250 S Miami Ave, Miami, FL",,,,,,https://www.zillow.com/b/1250-s-miami-ave-miami-fl-5XjbDw/,,https://photos.zillowstatic.com/fp/8949d04754158fd0b707254aab2afc78-p_e.jpg,,,"From $510,000",For Rent,FOR_SALE
--,3573,4.0,6,,,https://www.zillow.com/homedetails/5550-SW-87th-Ave-Miami-FL-33165/44205211_zpid/,44205211,https://photos.zillowstatic.com/fp/a24de7f3d159c001da38b111ecc936a5-p_e.jpg,,,"$1,050,000",House for sale,FOR_SALE
--,2928,3.0,4,,,https://www.zillow.com/homedetails/8651-SW-124th-St-Miami-FL-33156/44284539_zpid/,44284539,https://photos.zillowstatic.com/fp/0aba07d8dc4aeee31f063d77b3664df6-p_e.jpg,,,"$1,350,000",House for sale,FOR_SALE
--,750,2.0,3,,,https://www.zillow.com/homedetails/1762-NW-42nd-St-Miami-FL-33142/43810543_zpid/,43810543,https://photos.zillowstatic.com/fp/e2d87671d712bdc57113bb9665ae7511-p_e.jpg,,,"$425,000",House for sale,FOR_SALE
--,3007,4.0,5,,,https://www.zillow.com/homedetails/9580-SW-35th-St-Miami-FL-33165/44193992_zpid/,44193992,https://photos.zillowstatic.com/fp/5169929b0e6d50935808ca062a7d3c4c-p_e.jpg,,,"$1,200,000",House for sale,FOR_SALE
"9055 SW 73rd Ct, Miami, FL",,,,,,https://www.zillow.com/b/9055-sw-73rd-ct-miami-fl-5XhxNW/,,https://photos.zillowstatic.com/fp/3c26a22262a7cf8cd27c8b2c4a0d5b7a-p_e.jpg,,,"From $349,900",For Rent,FOR_SALE
--,2256,3.0,3,,,https://www.zillow.com/homedetails/2130-SW-24th-Ter-Miami-FL-33145/43856628_zpid/,43856628,https://photos.zillowstatic.com/fp/8c909566ac9f35e4cfffa50d1ce516a1-p_e.jpg,,,"$1,250,000",House for sale,FOR_SALE
--,998,3.0,4,,,https://www.zillow.com/homedetails/2790-NW-29th-St-Miami-FL-33142/44162768_zpid/,44162768,https://photos.zillowstatic.com/fp/0d57eb8de7963513912bfff73a693e71-p_e.jpg,,,"$355,000",House for sale,FOR_SALE
"770 Claughton Island Dr, Miami, FL",,,,,,https://www.zillow.com/b/isola-miami-fl-5Xj49Z/,,https://photos.zillowstatic.com/fp/fc6b4b675fe416a2e08eee8d662ab7a8-p_e.jpg,,,"From $375,000",For Rent,FOR_SALE
--,1950,2.0,3,,,https://www.zillow.com/homedetails/62-NW-58th-St-Miami-FL-33127/43808308_zpid/,43808308,https://photos.zillowstatic.com/fp/8a6a41fcfd3a222b60e15b7b2d92bdf1-p_e.jpg,,,"$1,290,000",House for sale,FOR_SALE
